day,count,day
2009-08-30 00:00:00+00:00,1016,2009-08-30 00:00:00+00:00
2009-08-31 00:00:00+00:00,1029,2009-08-31 00:00:00+00:00
2009-09-01 00:00:00+00:00,1265,2009-09-01 00:00:00+00:00
2009-09-02 00:00:00+00:00,1104,2009-09-02 00:00:00+00:00
2009-09-03 00:00:00+00:00,1125,2009-09-03 00:00:00+00:00
2009-09-04 00:00:00+00:00,1172,2009-09-04 00:00:00+00:00
2009-09-05 00:00:00+00:00,1067,2009-09-05 00:00:00+00:00
2009-09-06 00:00:00+00:00,1105,2009-09-06 00:00:00+00:00
2009-09-07 00:00:00+00:00,1028,2009-09-07 00:00:00+00:00
2009-09-08 00:00:00+00:00,1093,2009-09-08 00:00:00+00:00
2009-09-09 00:00:00+00:00,1147,2009-09-09 00:00:00+00:00
2009-09-10 00:00:00+00:00,1186,2009-09-10 00:00:00+00:00
2009-09-11 00:00:00+00:00,1285,2009-09-11 00:00:00+00:00
2009-09-12 00:00:00+00:00,1128,2009-09-12 00:00:00+00:00
2009-09-13 00:00:00+00:00,1039,2009-09-13 00:00:00+00:00
2009-09-14 00:00:00+00:00,1060,2009-09-14 00:00:00+00:00
2009-09-15 00:00:00+00:00,1180,2009-09-15 00:00:00+00:00
2009-09-16 00:00:00+00:00,1135,2009-09-16 00:00:00+00:00
2009-09-17 00:00:00+00:00,1146,2009-09-17 00:00:00+00:00
2009-09-18 00:00:00+00:00,1223,2009-09-18 00:00:00+00:00
2009-09-19 00:00:00+00:00,1111,2009-09-19 00:00:00+00:00
2009-09-20 00:00:00+00:00,1067,2009-09-20 00:00:00+00:00
2009-09-21 00:00:00+00:00,1090,2009-09-21 00:00:00+00:00
2009-09-22 00:00:00+00:00,1129,2009-09-22 00:00:00+00:00
2009-09-23 00:00:00+00:00,1197,2009-09-23 00:00:00+00:00
2009-09-24 00:00:00+00:00,1214,2009-09-24 00:00:00+00:00
2009-09-25 00:00:00+00:00,1214,2009-09-25 00:00:00+00:00
2009-09-26 00:00:00+00:00,1103,2009-09-26 00:00:00+00:00
2009-09-27 00:00:00+00:00,1063,2009-09-27 00:00:00+00:00
2009-09-28 00:00:00+00:00,1110,2009-09-28 00:00:00+00:00
2009-09-29 00:00:00+00:00,1090,2009-09-29 00:00:00+00:00
2009-09-30 00:00:00+00:00,996,2009-09-30 00:00:00+00:00
2009-10-01 00:00:00+00:00,1151,2009-10-01 00:00:00+00:00
2009-10-02 00:00:00+00:00,1054,2009-10-02 00:00:00+00:00
2009-10-03 00:00:00+00:00,980,2009-10-03 00:00:00+00:00
2009-10-04 00:00:00+00:00,962,2009-10-04 00:00:00+00:00
2009-10-05 00:00:00+00:00,1056,2009-10-05 00:00:00+00:00
2009-10-06 00:00:00+00:00,1088,2009-10-06 00:00:00+00:00
2009-10-07 00:00:00+00:00,1158,2009-10-07 00:00:00+00:00
2009-10-08 00:00:00+00:00,1055,2009-10-08 00:00:00+00:00
2009-10-09 00:00:00+00:00,1081,2009-10-09 00:00:00+00:00
2009-10-10 00:00:00+00:00,1101,2009-10-10 00:00:00+00:00
2009-10-11 00:00:00+00:00,919,2009-10-11 00:00:00+00:00
2009-10-12 00:00:00+00:00,985,2009-10-12 00:00:00+00:00
2009-10-13 00:00:00+00:00,1150,2009-10-13 00:00:00+00:00
2009-10-14 00:00:00+00:00,1050,2009-10-14 00:00:00+00:00
2009-10-15 00:00:00+00:00,1088,2009-10-15 00:00:00+00:00
2009-10-16 00:00:00+00:00,1151,2009-10-16 00:00:00+00:00
2009-10-17 00:00:00+00:00,1025,2009-10-17 00:00:00+00:00
2009-10-18 00:00:00+00:00,1003,2009-10-18 00:00:00+00:00
2009-10-19 00:00:00+00:00,1112,2009-10-19 00:00:00+00:00
2009-10-20 00:00:00+00:00,1173,2009-10-20 00:00:00+00:00
2009-10-21 00:00:00+00:00,1186,2009-10-21 00:00:00+00:00
2009-10-22 00:00:00+00:00,1068,2009-10-22 00:00:00+00:00
2009-10-23 00:00:00+00:00,1085,2009-10-23 00:00:00+00:00
2009-10-24 00:00:00+00:00,1137,2009-10-24 00:00:00+00:00
2009-10-25 00:00:00+00:00,1056,2009-10-25 00:00:00+00:00
2009-10-26 00:00:00+00:00,1046,2009-10-26 00:00:00+00:00
2009-10-27 00:00:00+00:00,1106,2009-10-27 00:00:00+00:00
2009-10-28 00:00:00+00:00,1079,2009-10-28 00:00:00+00:00
2009-10-29 00:00:00+00:00,1075,2009-10-29 00:00:00+00:00
2009-10-30 00:00:00+00:00,1181,2009-10-30 00:00:00+00:00
2009-10-31 00:00:00+00:00,1183,2009-10-31 00:00:00+00:00
2009-11-01 00:00:00+00:00,1175,2009-11-01 00:00:00+00:00
2009-11-02 00:00:00+00:00,1002,2009-11-02 00:00:00+00:00
2009-11-03 00:00:00+00:00,1072,2009-11-03 00:00:00+00:00
2009-11-04 00:00:00+00:00,1098,2009-11-04 00:00:00+00:00
2009-11-05 00:00:00+00:00,1078,2009-11-05 00:00:00+00:00
2009-11-06 00:00:00+00:00,1139,2009-11-06 00:00:00+00:00
2009-11-07 00:00:00+00:00,1092,2009-11-07 00:00:00+00:00
2009-11-08 00:00:00+00:00,1077,2009-11-08 00:00:00+00:00
2009-11-09 00:00:00+00:00,1133,2009-11-09 00:00:00+00:00
2009-11-10 00:00:00+00:00,1099,2009-11-10 00:00:00+00:00
2009-11-11 00:00:00+00:00,1086,2009-11-11 00:00:00+00:00
2009-11-12 00:00:00+00:00,1079,2009-11-12 00:00:00+00:00
2009-11-13 00:00:00+00:00,1208,2009-11-13 00:00:00+00:00
2009-11-14 00:00:00+00:00,1148,2009-11-14 00:00:00+00:00
2009-11-15 00:00:00+00:00,1035,2009-11-15 00:00:00+00:00
2009-11-16 00:00:00+00:00,998,2009-11-16 00:00:00+00:00
2009-11-17 00:00:00+00:00,1018,2009-11-17 00:00:00+00:00
2009-11-18 00:00:00+00:00,1042,2009-11-18 00:00:00+00:00
2009-11-19 00:00:00+00:00,1038,2009-11-19 00:00:00+00:00
2009-11-20 00:00:00+00:00,1188,2009-11-20 00:00:00+00:00
2009-11-21 00:00:00+00:00,992,2009-11-21 00:00:00+00:00
2009-11-22 00:00:00+00:00,988,2009-11-22 00:00:00+00:00
2009-11-23 00:00:00+00:00,1021,2009-11-23 00:00:00+00:00
2009-11-24 00:00:00+00:00,992,2009-11-24 00:00:00+00:00
2009-11-25 00:00:00+00:00,1086,2009-11-25 00:00:00+00:00
2009-11-26 00:00:00+00:00,681,2009-11-26 00:00:00+00:00
2009-11-27 00:00:00+00:00,947,2009-11-27 00:00:00+00:00
2009-11-28 00:00:00+00:00,989,2009-11-28 00:00:00+00:00
2009-11-29 00:00:00+00:00,881,2009-11-29 00:00:00+00:00
2009-11-30 00:00:00+00:00,1016,2009-11-30 00:00:00+00:00
2009-12-01 00:00:00+00:00,1225,2009-12-01 00:00:00+00:00
2009-12-02 00:00:00+00:00,997,2009-12-02 00:00:00+00:00
2009-12-03 00:00:00+00:00,974,2009-12-03 00:00:00+00:00
2009-12-04 00:00:00+00:00,997,2009-12-04 00:00:00+00:00
2009-12-05 00:00:00+00:00,912,2009-12-05 00:00:00+00:00
2009-12-06 00:00:00+00:00,903,2009-12-06 00:00:00+00:00
2009-12-07 00:00:00+00:00,901,2009-12-07 00:00:00+00:00
2009-12-08 00:00:00+00:00,964,2009-12-08 00:00:00+00:00
2009-12-09 00:00:00+00:00,908,2009-12-09 00:00:00+00:00
2009-12-10 00:00:00+00:00,803,2009-12-10 00:00:00+00:00
2009-12-11 00:00:00+00:00,991,2009-12-11 00:00:00+00:00
2009-12-12 00:00:00+00:00,968,2009-12-12 00:00:00+00:00
2009-12-13 00:00:00+00:00,878,2009-12-13 00:00:00+00:00
2009-12-14 00:00:00+00:00,1017,2009-12-14 00:00:00+00:00
2009-12-15 00:00:00+00:00,958,2009-12-15 00:00:00+00:00
2009-12-16 00:00:00+00:00,958,2009-12-16 00:00:00+00:00
2009-12-17 00:00:00+00:00,1002,2009-12-17 00:00:00+00:00
2009-12-18 00:00:00+00:00,1071,2009-12-18 00:00:00+00:00
2009-12-19 00:00:00+00:00,918,2009-12-19 00:00:00+00:00
2009-12-20 00:00:00+00:00,908,2009-12-20 00:00:00+00:00
2009-12-21 00:00:00+00:00,918,2009-12-21 00:00:00+00:00
2009-12-22 00:00:00+00:00,884,2009-12-22 00:00:00+00:00
2009-12-23 00:00:00+00:00,881,2009-12-23 00:00:00+00:00
2009-12-24 00:00:00+00:00,753,2009-12-24 00:00:00+00:00
2009-12-25 00:00:00+00:00,609,2009-12-25 00:00:00+00:00
2009-12-26 00:00:00+00:00,753,2009-12-26 00:00:00+00:00
2009-12-27 00:00:00+00:00,757,2009-12-27 00:00:00+00:00
2009-12-28 00:00:00+00:00,820,2009-12-28 00:00:00+00:00
2009-12-29 00:00:00+00:00,822,2009-12-29 00:00:00+00:00
2009-12-30 00:00:00+00:00,924,2009-12-30 00:00:00+00:00
2009-12-31 00:00:00+00:00,816,2009-12-31 00:00:00+00:00
2010-01-01 00:00:00+00:00,1454,2010-01-01 00:00:00+00:00
2010-01-02 00:00:00+00:00,793,2010-01-02 00:00:00+00:00
2010-01-03 00:00:00+00:00,760,2010-01-03 00:00:00+00:00
2010-01-04 00:00:00+00:00,855,2010-01-04 00:00:00+00:00
2010-01-05 00:00:00+00:00,912,2010-01-05 00:00:00+00:00
2010-01-06 00:00:00+00:00,887,2010-01-06 00:00:00+00:00
2010-01-07 00:00:00+00:00,864,2010-01-07 00:00:00+00:00
2010-01-08 00:00:00+00:00,931,2010-01-08 00:00:00+00:00
2010-01-09 00:00:00+00:00,821,2010-01-09 00:00:00+00:00
2010-01-10 00:00:00+00:00,783,2010-01-10 00:00:00+00:00
2010-01-11 00:00:00+00:00,955,2010-01-11 00:00:00+00:00
2010-01-12 00:00:00+00:00,1004,2010-01-12 00:00:00+00:00
2010-01-13 00:00:00+00:00,991,2010-01-13 00:00:00+00:00
2010-01-14 00:00:00+00:00,1078,2010-01-14 00:00:00+00:00
2010-01-15 00:00:00+00:00,1212,2010-01-15 00:00:00+00:00
2010-01-16 00:00:00+00:00,937,2010-01-16 00:00:00+00:00
2010-01-17 00:00:00+00:00,902,2010-01-17 00:00:00+00:00
2010-01-18 00:00:00+00:00,909,2010-01-18 00:00:00+00:00
2010-01-19 00:00:00+00:00,1039,2010-01-19 00:00:00+00:00
2010-01-20 00:00:00+00:00,969,2010-01-20 00:00:00+00:00
2010-01-21 00:00:00+00:00,960,2010-01-21 00:00:00+00:00
2010-01-22 00:00:00+00:00,1094,2010-01-22 00:00:00+00:00
2010-01-23 00:00:00+00:00,1045,2010-01-23 00:00:00+00:00
2010-01-24 00:00:00+00:00,829,2010-01-24 00:00:00+00:00
2010-01-25 00:00:00+00:00,925,2010-01-25 00:00:00+00:00
2010-01-26 00:00:00+00:00,987,2010-01-26 00:00:00+00:00
2010-01-27 00:00:00+00:00,896,2010-01-27 00:00:00+00:00
2010-01-28 00:00:00+00:00,895,2010-01-28 00:00:00+00:00
2010-01-29 00:00:00+00:00,862,2010-01-29 00:00:00+00:00
2010-01-30 00:00:00+00:00,873,2010-01-30 00:00:00+00:00
2010-01-31 00:00:00+00:00,823,2010-01-31 00:00:00+00:00
2010-02-01 00:00:00+00:00,1031,2010-02-01 00:00:00+00:00
2010-02-02 00:00:00+00:00,890,2010-02-02 00:00:00+00:00
2010-02-03 00:00:00+00:00,942,2010-02-03 00:00:00+00:00
2010-02-04 00:00:00+00:00,950,2010-02-04 00:00:00+00:00
2010-02-05 00:00:00+00:00,966,2010-02-05 00:00:00+00:00
2010-02-06 00:00:00+00:00,858,2010-02-06 00:00:00+00:00
2010-02-07 00:00:00+00:00,762,2010-02-07 00:00:00+00:00
2010-02-08 00:00:00+00:00,845,2010-02-08 00:00:00+00:00
2010-02-09 00:00:00+00:00,797,2010-02-09 00:00:00+00:00
2010-02-10 00:00:00+00:00,825,2010-02-10 00:00:00+00:00
2010-02-11 00:00:00+00:00,851,2010-02-11 00:00:00+00:00
2010-02-12 00:00:00+00:00,891,2010-02-12 00:00:00+00:00
2010-02-13 00:00:00+00:00,876,2010-02-13 00:00:00+00:00
2010-02-14 00:00:00+00:00,765,2010-02-14 00:00:00+00:00
2010-02-15 00:00:00+00:00,828,2010-02-15 00:00:00+00:00
2010-02-16 00:00:00+00:00,920,2010-02-16 00:00:00+00:00
2010-02-17 00:00:00+00:00,926,2010-02-17 00:00:00+00:00
2010-02-18 00:00:00+00:00,1036,2010-02-18 00:00:00+00:00
2010-02-19 00:00:00+00:00,962,2010-02-19 00:00:00+00:00
2010-02-20 00:00:00+00:00,912,2010-02-20 00:00:00+00:00
2010-02-21 00:00:00+00:00,809,2010-02-21 00:00:00+00:00
2010-02-22 00:00:00+00:00,831,2010-02-22 00:00:00+00:00
2010-02-23 00:00:00+00:00,970,2010-02-23 00:00:00+00:00
2010-02-24 00:00:00+00:00,910,2010-02-24 00:00:00+00:00
2010-02-25 00:00:00+00:00,885,2010-02-25 00:00:00+00:00
2010-02-26 00:00:00+00:00,961,2010-02-26 00:00:00+00:00
2010-02-27 00:00:00+00:00,908,2010-02-27 00:00:00+00:00
2010-02-28 00:00:00+00:00,843,2010-02-28 00:00:00+00:00
2010-03-01 00:00:00+00:00,1137,2010-03-01 00:00:00+00:00
2010-03-02 00:00:00+00:00,969,2010-03-02 00:00:00+00:00
2010-03-03 00:00:00+00:00,962,2010-03-03 00:00:00+00:00
2010-03-04 00:00:00+00:00,988,2010-03-04 00:00:00+00:00
2010-03-05 00:00:00+00:00,1112,2010-03-05 00:00:00+00:00
2010-03-06 00:00:00+00:00,982,2010-03-06 00:00:00+00:00
2010-03-07 00:00:00+00:00,845,2010-03-07 00:00:00+00:00
2010-03-08 00:00:00+00:00,1094,2010-03-08 00:00:00+00:00
2010-03-09 00:00:00+00:00,1111,2010-03-09 00:00:00+00:00
2010-03-10 00:00:00+00:00,1128,2010-03-10 00:00:00+00:00
2010-03-11 00:00:00+00:00,1110,2010-03-11 00:00:00+00:00
2010-03-12 00:00:00+00:00,1157,2010-03-12 00:00:00+00:00
2010-03-13 00:00:00+00:00,983,2010-03-13 00:00:00+00:00
2010-03-14 00:00:00+00:00,896,2010-03-14 00:00:00+00:00
2010-03-15 00:00:00+00:00,1071,2010-03-15 00:00:00+00:00
2010-03-16 00:00:00+00:00,1115,2010-03-16 00:00:00+00:00
2010-03-17 00:00:00+00:00,1068,2010-03-17 00:00:00+00:00
2010-03-18 00:00:00+00:00,1156,2010-03-18 00:00:00+00:00
2010-03-19 00:00:00+00:00,1164,2010-03-19 00:00:00+00:00
2010-03-20 00:00:00+00:00,876,2010-03-20 00:00:00+00:00
2010-03-21 00:00:00+00:00,902,2010-03-21 00:00:00+00:00
2010-03-22 00:00:00+00:00,966,2010-03-22 00:00:00+00:00
2010-03-23 00:00:00+00:00,1118,2010-03-23 00:00:00+00:00
2010-03-24 00:00:00+00:00,1145,2010-03-24 00:00:00+00:00
2010-03-25 00:00:00+00:00,1078,2010-03-25 00:00:00+00:00
2010-03-26 00:00:00+00:00,1068,2010-03-26 00:00:00+00:00
2010-03-27 00:00:00+00:00,1094,2010-03-27 00:00:00+00:00
2010-03-28 00:00:00+00:00,956,2010-03-28 00:00:00+00:00
2010-03-29 00:00:00+00:00,974,2010-03-29 00:00:00+00:00
2010-03-30 00:00:00+00:00,1052,2010-03-30 00:00:00+00:00
2010-03-31 00:00:00+00:00,1062,2010-03-31 00:00:00+00:00
2010-04-01 00:00:00+00:00,1263,2010-04-01 00:00:00+00:00
2010-04-02 00:00:00+00:00,1136,2010-04-02 00:00:00+00:00
2010-04-03 00:00:00+00:00,976,2010-04-03 00:00:00+00:00
2010-04-04 00:00:00+00:00,882,2010-04-04 00:00:00+00:00
2010-04-05 00:00:00+00:00,1009,2010-04-05 00:00:00+00:00
2010-04-06 00:00:00+00:00,1059,2010-04-06 00:00:00+00:00
2010-04-07 00:00:00+00:00,913,2010-04-07 00:00:00+00:00
2010-04-08 00:00:00+00:00,1081,2010-04-08 00:00:00+00:00
2010-04-09 00:00:00+00:00,1074,2010-04-09 00:00:00+00:00
2010-04-10 00:00:00+00:00,1144,2010-04-10 00:00:00+00:00
2010-04-11 00:00:00+00:00,957,2010-04-11 00:00:00+00:00
2010-04-12 00:00:00+00:00,1017,2010-04-12 00:00:00+00:00
2010-04-13 00:00:00+00:00,1030,2010-04-13 00:00:00+00:00
2010-04-14 00:00:00+00:00,1162,2010-04-14 00:00:00+00:00
2010-04-15 00:00:00+00:00,1256,2010-04-15 00:00:00+00:00
2010-04-16 00:00:00+00:00,1123,2010-04-16 00:00:00+00:00
2010-04-17 00:00:00+00:00,1024,2010-04-17 00:00:00+00:00
2010-04-18 00:00:00+00:00,937,2010-04-18 00:00:00+00:00
2010-04-19 00:00:00+00:00,1022,2010-04-19 00:00:00+00:00
2010-04-20 00:00:00+00:00,1108,2010-04-20 00:00:00+00:00
2010-04-21 00:00:00+00:00,1004,2010-04-21 00:00:00+00:00
2010-04-22 00:00:00+00:00,1060,2010-04-22 00:00:00+00:00
2010-04-23 00:00:00+00:00,1163,2010-04-23 00:00:00+00:00
2010-04-24 00:00:00+00:00,1019,2010-04-24 00:00:00+00:00
2010-04-25 00:00:00+00:00,918,2010-04-25 00:00:00+00:00
2010-04-26 00:00:00+00:00,1047,2010-04-26 00:00:00+00:00
2010-04-27 00:00:00+00:00,1026,2010-04-27 00:00:00+00:00
2010-04-28 00:00:00+00:00,1041,2010-04-28 00:00:00+00:00
2010-04-29 00:00:00+00:00,1068,2010-04-29 00:00:00+00:00
2010-04-30 00:00:00+00:00,1157,2010-04-30 00:00:00+00:00
2010-05-01 00:00:00+00:00,1205,2010-05-01 00:00:00+00:00
2010-05-02 00:00:00+00:00,973,2010-05-02 00:00:00+00:00
2010-05-03 00:00:00+00:00,1112,2010-05-03 00:00:00+00:00
2010-05-04 00:00:00+00:00,1122,2010-05-04 00:00:00+00:00
2010-05-05 00:00:00+00:00,1257,2010-05-05 00:00:00+00:00
2010-05-06 00:00:00+00:00,1104,2010-05-06 00:00:00+00:00
2010-05-07 00:00:00+00:00,1113,2010-05-07 00:00:00+00:00
2010-05-08 00:00:00+00:00,955,2010-05-08 00:00:00+00:00
2010-05-09 00:00:00+00:00,983,2010-05-09 00:00:00+00:00
2010-05-10 00:00:00+00:00,1100,2010-05-10 00:00:00+00:00
2010-05-11 00:00:00+00:00,999,2010-05-11 00:00:00+00:00
2010-05-12 00:00:00+00:00,1109,2010-05-12 00:00:00+00:00
2010-05-13 00:00:00+00:00,1034,2010-05-13 00:00:00+00:00
2010-05-14 00:00:00+00:00,1213,2010-05-14 00:00:00+00:00
2010-05-15 00:00:00+00:00,1114,2010-05-15 00:00:00+00:00
2010-05-16 00:00:00+00:00,959,2010-05-16 00:00:00+00:00
2010-05-17 00:00:00+00:00,1032,2010-05-17 00:00:00+00:00
2010-05-18 00:00:00+00:00,1093,2010-05-18 00:00:00+00:00
2010-05-19 00:00:00+00:00,1084,2010-05-19 00:00:00+00:00
2010-05-20 00:00:00+00:00,1129,2010-05-20 00:00:00+00:00
2010-05-21 00:00:00+00:00,1090,2010-05-21 00:00:00+00:00
2010-05-22 00:00:00+00:00,1052,2010-05-22 00:00:00+00:00
2010-05-23 00:00:00+00:00,1056,2010-05-23 00:00:00+00:00
2010-05-24 00:00:00+00:00,1153,2010-05-24 00:00:00+00:00
2010-05-25 00:00:00+00:00,1108,2010-05-25 00:00:00+00:00
2010-05-26 00:00:00+00:00,1176,2010-05-26 00:00:00+00:00
2010-05-27 00:00:00+00:00,1091,2010-05-27 00:00:00+00:00
2010-05-28 00:00:00+00:00,1146,2010-05-28 00:00:00+00:00
2010-05-29 00:00:00+00:00,1061,2010-05-29 00:00:00+00:00
2010-05-30 00:00:00+00:00,976,2010-05-30 00:00:00+00:00
2010-05-31 00:00:00+00:00,811,2010-05-31 00:00:00+00:00
2010-06-01 00:00:00+00:00,1302,2010-06-01 00:00:00+00:00
2010-06-02 00:00:00+00:00,1114,2010-06-02 00:00:00+00:00
2010-06-03 00:00:00+00:00,1056,2010-06-03 00:00:00+00:00
2010-06-04 00:00:00+00:00,1141,2010-06-04 00:00:00+00:00
2010-06-05 00:00:00+00:00,1061,2010-06-05 00:00:00+00:00
2010-06-06 00:00:00+00:00,970,2010-06-06 00:00:00+00:00
2010-06-07 00:00:00+00:00,1079,2010-06-07 00:00:00+00:00
2010-06-08 00:00:00+00:00,1014,2010-06-08 00:00:00+00:00
2010-06-09 00:00:00+00:00,1129,2010-06-09 00:00:00+00:00
2010-06-10 00:00:00+00:00,1232,2010-06-10 00:00:00+00:00
2010-06-11 00:00:00+00:00,1160,2010-06-11 00:00:00+00:00
2010-06-12 00:00:00+00:00,1000,2010-06-12 00:00:00+00:00
2010-06-13 00:00:00+00:00,926,2010-06-13 00:00:00+00:00
2010-06-14 00:00:00+00:00,1110,2010-06-14 00:00:00+00:00
2010-06-15 00:00:00+00:00,1085,2010-06-15 00:00:00+00:00
2010-06-16 00:00:00+00:00,1093,2010-06-16 00:00:00+00:00
2010-06-17 00:00:00+00:00,1141,2010-06-17 00:00:00+00:00
2010-06-18 00:00:00+00:00,1082,2010-06-18 00:00:00+00:00
2010-06-19 00:00:00+00:00,931,2010-06-19 00:00:00+00:00
2010-06-20 00:00:00+00:00,1089,2010-06-20 00:00:00+00:00
2010-06-21 00:00:00+00:00,1144,2010-06-21 00:00:00+00:00
2010-06-22 00:00:00+00:00,1041,2010-06-22 00:00:00+00:00
2010-06-23 00:00:00+00:00,1005,2010-06-23 00:00:00+00:00
2010-06-24 00:00:00+00:00,1024,2010-06-24 00:00:00+00:00
2010-06-25 00:00:00+00:00,1155,2010-06-25 00:00:00+00:00
2010-06-26 00:00:00+00:00,1120,2010-06-26 00:00:00+00:00
2010-06-27 00:00:00+00:00,1107,2010-06-27 00:00:00+00:00
2010-06-28 00:00:00+00:00,1168,2010-06-28 00:00:00+00:00
2010-06-29 00:00:00+00:00,1106,2010-06-29 00:00:00+00:00
2010-06-30 00:00:00+00:00,1140,2010-06-30 00:00:00+00:00
2010-07-01 00:00:00+00:00,1260,2010-07-01 00:00:00+00:00
2010-07-02 00:00:00+00:00,1091,2010-07-02 00:00:00+00:00
2010-07-03 00:00:00+00:00,1006,2010-07-03 00:00:00+00:00
2010-07-04 00:00:00+00:00,999,2010-07-04 00:00:00+00:00
2010-07-05 00:00:00+00:00,1111,2010-07-05 00:00:00+00:00
2010-07-06 00:00:00+00:00,1076,2010-07-06 00:00:00+00:00
2010-07-07 00:00:00+00:00,1088,2010-07-07 00:00:00+00:00
2010-07-08 00:00:00+00:00,1157,2010-07-08 00:00:00+00:00
2010-07-09 00:00:00+00:00,1097,2010-07-09 00:00:00+00:00
2010-07-10 00:00:00+00:00,1072,2010-07-10 00:00:00+00:00
2010-07-11 00:00:00+00:00,1019,2010-07-11 00:00:00+00:00
2010-07-12 00:00:00+00:00,1063,2010-07-12 00:00:00+00:00
2010-07-13 00:00:00+00:00,1019,2010-07-13 00:00:00+00:00
2010-07-14 00:00:00+00:00,1128,2010-07-14 00:00:00+00:00
2010-07-15 00:00:00+00:00,1097,2010-07-15 00:00:00+00:00
2010-07-16 00:00:00+00:00,1144,2010-07-16 00:00:00+00:00
2010-07-17 00:00:00+00:00,1121,2010-07-17 00:00:00+00:00
2010-07-18 00:00:00+00:00,1077,2010-07-18 00:00:00+00:00
2010-07-19 00:00:00+00:00,1042,2010-07-19 00:00:00+00:00
2010-07-20 00:00:00+00:00,1129,2010-07-20 00:00:00+00:00
2010-07-21 00:00:00+00:00,1085,2010-07-21 00:00:00+00:00
2010-07-22 00:00:00+00:00,1187,2010-07-22 00:00:00+00:00
2010-07-23 00:00:00+00:00,1092,2010-07-23 00:00:00+00:00
2010-07-24 00:00:00+00:00,935,2010-07-24 00:00:00+00:00
2010-07-25 00:00:00+00:00,1064,2010-07-25 00:00:00+00:00
2010-07-26 00:00:00+00:00,1056,2010-07-26 00:00:00+00:00
2010-07-27 00:00:00+00:00,1134,2010-07-27 00:00:00+00:00
2010-07-28 00:00:00+00:00,1098,2010-07-28 00:00:00+00:00
2010-07-29 00:00:00+00:00,1004,2010-07-29 00:00:00+00:00
2010-07-30 00:00:00+00:00,1061,2010-07-30 00:00:00+00:00
2010-07-31 00:00:00+00:00,1002,2010-07-31 00:00:00+00:00
2010-08-01 00:00:00+00:00,1198,2010-08-01 00:00:00+00:00
2010-08-02 00:00:00+00:00,1062,2010-08-02 00:00:00+00:00
2010-08-03 00:00:00+00:00,1047,2010-08-03 00:00:00+00:00
2010-08-04 00:00:00+00:00,1049,2010-08-04 00:00:00+00:00
2010-08-05 00:00:00+00:00,1119,2010-08-05 00:00:00+00:00
2010-08-06 00:00:00+00:00,1154,2010-08-06 00:00:00+00:00
2010-08-07 00:00:00+00:00,1102,2010-08-07 00:00:00+00:00
2010-08-08 00:00:00+00:00,1069,2010-08-08 00:00:00+00:00
2010-08-09 00:00:00+00:00,1098,2010-08-09 00:00:00+00:00
2010-08-10 00:00:00+00:00,1112,2010-08-10 00:00:00+00:00
2010-08-11 00:00:00+00:00,1099,2010-08-11 00:00:00+00:00
2010-08-12 00:00:00+00:00,1042,2010-08-12 00:00:00+00:00
2010-08-13 00:00:00+00:00,1068,2010-08-13 00:00:00+00:00
2010-08-14 00:00:00+00:00,1120,2010-08-14 00:00:00+00:00
2010-08-15 00:00:00+00:00,1108,2010-08-15 00:00:00+00:00
2010-08-16 00:00:00+00:00,1116,2010-08-16 00:00:00+00:00
2010-08-17 00:00:00+00:00,1084,2010-08-17 00:00:00+00:00
2010-08-18 00:00:00+00:00,1129,2010-08-18 00:00:00+00:00
2010-08-19 00:00:00+00:00,1153,2010-08-19 00:00:00+00:00
2010-08-20 00:00:00+00:00,1151,2010-08-20 00:00:00+00:00
2010-08-21 00:00:00+00:00,1060,2010-08-21 00:00:00+00:00
2010-08-22 00:00:00+00:00,1042,2010-08-22 00:00:00+00:00
2010-08-23 00:00:00+00:00,1129,2010-08-23 00:00:00+00:00
2010-08-24 00:00:00+00:00,1117,2010-08-24 00:00:00+00:00
2010-08-25 00:00:00+00:00,1071,2010-08-25 00:00:00+00:00
2010-08-26 00:00:00+00:00,1140,2010-08-26 00:00:00+00:00
2010-08-27 00:00:00+00:00,1134,2010-08-27 00:00:00+00:00
2010-08-28 00:00:00+00:00,1040,2010-08-28 00:00:00+00:00
2010-08-29 00:00:00+00:00,1129,2010-08-29 00:00:00+00:00
2010-08-30 00:00:00+00:00,1132,2010-08-30 00:00:00+00:00
2010-08-31 00:00:00+00:00,1084,2010-08-31 00:00:00+00:00
2010-09-01 00:00:00+00:00,1229,2010-09-01 00:00:00+00:00
2010-09-02 00:00:00+00:00,1022,2010-09-02 00:00:00+00:00
2010-09-03 00:00:00+00:00,1098,2010-09-03 00:00:00+00:00
2010-09-04 00:00:00+00:00,988,2010-09-04 00:00:00+00:00
2010-09-05 00:00:00+00:00,983,2010-09-05 00:00:00+00:00
2010-09-06 00:00:00+00:00,1055,2010-09-06 00:00:00+00:00
2010-09-07 00:00:00+00:00,1128,2010-09-07 00:00:00+00:00
2010-09-08 00:00:00+00:00,1056,2010-09-08 00:00:00+00:00
2010-09-09 00:00:00+00:00,1014,2010-09-09 00:00:00+00:00
2010-09-10 00:00:00+00:00,1121,2010-09-10 00:00:00+00:00
2010-09-11 00:00:00+00:00,970,2010-09-11 00:00:00+00:00
2010-09-12 00:00:00+00:00,1077,2010-09-12 00:00:00+00:00
2010-09-13 00:00:00+00:00,997,2010-09-13 00:00:00+00:00
2010-09-14 00:00:00+00:00,1069,2010-09-14 00:00:00+00:00
